"customer_id","first_name","last_name","address","city","phone"
408,"Manuel","Murrell","990 Etawah Loop","Valparai","206169448769"
499,"Marc","Outlaw","1954 Kowloon and New Kowloon Way","Robamba","898559280434"
236,"Marcia","Dean","885 Yingkou Manor","Zaria","588964509072"
444,"Marcus","Hidalgo","231 Kaliningrad Place","Bergamo","575081026569"
9,"Margaret","Moore","53 Idfu Parkway","Nantou","10655648674"
267,"Margie","Wade","816 Cayenne Parkway","Portoviejo","282874611748"
7,"Maria","Miller","692 Joliet Street","Athenai","448477190408"
246,"Marian","Mendoza","1246 Boksburg Parkway","Qinhuangdao","890283544295"
44,"Marie","Turner","671 Graz Street","Nador","680768868518"
80,"Marilyn","Ross","602 Paarl Street","Pavlodar","896314772871"
441,"Mario","Cheatham","983 Santa F Way","Vancouver","145720452260"
178,"Marion","Snyder","1848 Salala Boulevard","Ocumare del Tuy","48265851133"
588,"Marion","Ocampo","966 Asuncin Way","Huejutla de Reyes","995527378381"
128,"Marjorie","Tucker","848 Tafuna Manor","Ktahya","614935229095"
312,"Mark","Rinehart","1354 Siegen Street","Angra dos Reis","573441801529"
240,"Marlene","Welch","1479 Rustenburg Boulevard","Tanza","727785483194"
583,"Marshall","Thorn","1489 Kakamigahara Lane","Tanshui","29341849811"
38,"Martha","Gonzalez","61 Tama Street","Kurashiki","708403338270"
383,"Martin","Bales","686 Donostia-San Sebastin Lane","Shenzhen","71857599858"
413,"Marvin","Yee","692 Amroha Drive","Jaffna","359478883004"
1,"Mary","Smith","47 MySakila Drive","Lethbridge",""
539,"Mathew","Bolin","1332 Gaziantep Lane","Binzhou","383353187467"
323,"Matthew","Mahan","1769 Iwaki Lane","Bydgoszcz","556100547674"
252,"Mattie","Hoffman","1309 Weifang Street","Tallahassee","435785045362"
226,"Maureen","Little","810 Palghat (Palakkad) Boulevard","Jaroslavl","516331171356"
482,"Maurice","Crawley","808 Naala-Porto Parkway","Stockport","553452430707"
553,"Max","Pitt","1421 Quilmes Lane","Kanazawa","135407755975"
254,"Maxine","Silva","786 Stara Zagora Way","Oyo","716256596301"
151,"Megan","Palmer","1337 Lincoln Parkway","Urawa","597815221267"
188,"Melanie","Armstrong","741 Ambattur Manor","s-Hertogenbosch","302590383819"
223,"Melinda","Fernandez","1244 Allappuzha (Alleppey) Place","Vicente Lpez","991802825778"
30,"Melissa","King","18 Duisburg Boulevard","Citt del Vaticano","998009777982"
422,"Melvin","Ellington","289 Santo Andr Manor","al-Qatif","214976066017"
302,"Michael","Silverman","922 Vila Velha Loop","Ahmadnagar","510737228015"
445,"Micheal","Forman","495 Bhimavaram Lane","Dhule (Dhulia)","82088937724"
154,"Michele","Grant","781 Shimonoseki Drive","Hidalgo","632316273199"
21,"Michelle","Clark","270 Toulon Boulevard","Elista","407752414682"
448,"Miguel","Betancourt","614 Denizli Parkway","So Leopoldo","876491807547"
403,"Mike","Way","1190 0 Place","Bag","841876514789"
60,"Mildred","Bailey","1668 Saint Louis Place","Papeete","347487831378"
508,"Milton","Howland","496 Celaya Drive","Ueda","759586584889"
239,"Minnie","Romero","98 Stara Zagora Boulevard","Buenaventura","610173756082"
285,"Miriam","Mckinney","1006 Santa Brbara dOeste Manor","Owo","85059738746"
292,"Misty","Lambert","1993 Tabuk Lane","Tambaram","648482415405"
520,"Mitchell","Westmoreland","1778 Gijn Manor","Zaoyang","288910576761"
131,"Monica","Hicks","801 Hagonoy Drive","Smolensk","237426099212"
576,"Morris","Mccarter","1351 Sousse Lane","Monclova","203804046132"
258,"Myrtle","Fleming","752 Ondo Loop","Miyakonojo","134673576619"
12,"Nancy","Thomas","478 Joliet Way","Hamilton","657282285970"
274,"Naomi","Jennings","920 Kumbakonam Loop","Salinas","685010736240"
216,"Natalie","Meyer","660 Jedda Boulevard","Bellevue","168758068397"
406,"Nathan","Runyon","454 Patiala Lane","Koriyama","794553031307"
504,"Nathaniel","Adam","1 Valle de Santiago Avenue","Brindisi","465897838272"
532,"Neil","Renner","1427 Tabuk Place","Cape Coral","214756839122"
238,"Nellie","Garrett","346 Skikda Parkway","Jalib al-Shuyukh","630424482919"
549,"Nelson","Christenson","454 Qinhuangdao Drive","Beni-Mellal","786270036240"
362,"Nicholas","Barfield","482 Kowloon and New Kowloon Manor","Bratislava","738968474939"
68,"Nicole","Peterson","1966 Amroha Avenue","Daxian","333489324603"
268,"Nina","Soto","1831 Nam Dinh Loop","Mandaluyong","322888976727"
266,"Nora","Herrera","862 Xintai Lane","Tuguegarao","265153400632"
94,"Norma","Gonzales","1952 Chatsworth Drive","Meixian","991562402283"
411,"Norman","Currier","264 Bhimavaram Manor","Charlotte Amalie","302526949177"
277,"Olga","Jimenez","85 San Felipe de Puerto Plata Drive","Yantai","170739645687"
449,"Oscar","Aquino","1289 Belm Boulevard","Tartu","237368926031"
37,"Pamela","Baker","127 Purnea (Purnia) Manor","Alessandria","911872220378"
2,"Patricia","Johnson","28 MySQL Boulevard","Woodridge",""
340,"Patrick","Newsom","507 Smolensk Loop","Sousse","80303246192"
262,"Patsy","Davidson","771 Yaound Manor","Beira","245477603573"
311,"Paul","Trout","715 So Bernardo do Campo Lane","Sungai Petani","181179321332"
95,"Paula","Bryant","1370 Le Mans Avenue","Bandar Seri Begawan","345679835036"
133,"Pauline","Henry","1854 Tieli Street","Liaocheng","509492324775"
224,"Pearl","Garza","1842 Luzinia Boulevard","Zanzibar","706878974831"
475,"Pedro","Chestnut","434 Ourense (Orense) Manor","Hodeida","562370137426"
101,"Peggy","Myers","1599 Plock Drive","Tete","817248913162"
271,"Penny","Neal","1587 Loja Manor","Salzburg","621625204422"
585,"Perry","Swafford","1208 Tama Loop","Mosul","954786054144"
341,"Peter","Menard","1920 Weifang Avenue","Rampur","869507847714"
393,"Philip","Causey","717 Changzhou Lane","Cavite","426255288071"
385,"Phillip","Holm","1642 Charlotte Amalie Drive","Tychy","821476736117"
93,"Phyllis","Foster","1926 El Alto Avenue","La Plata","846225459260"
273,"Priscilla","Lowe","1519 Ilorin Place","Palghat (Palakkad)","357445645426"
79,"Rachel","Barnes","1551 Rampur Lane","Changhwa","251164340471"
505,"Rafael","Abney","519 Brescia Parkway","Madiun","793996678771"
360,"Ralph","Madrigal","619 Hunuco Avenue","Matsue","142596392389"
494,"Ramon","Choate","591 Sungai Petani Drive","Okayama","37247325001"
296,"Ramona","Hale","1936 Cuman Avenue","Roanoke","976798660411"
437,"Randall","Neumann","1766 Almirante Brown Street","Newcastle","617567598243"
376,"Randy","Gaither","1061 Ede Avenue","Cabuyao","333390595558"
509,"Raul","Fortier","786 Matsue Way","Joliet","111177206479"
430,"Ray","Houle","355 Vitria de Santo Anto Way","San Juan Bautista Tuxtepec","548003849552"
334,"Raymond","Mcwhorter","1816 Bydgoszcz Loop","Jamalpur","965273813662"
34,"Rebecca","Scott","1668 Anpolis Street","Lungtan","525255540978"
168,"Regina","Berry","842 Salzburg Lane","Tarsus","697151428760"
500,"Reginald","Kinder","362 Rajkot Lane","Baiyin","962020153680"
593,"Rene","Mcalister","1402 Zanzibar Boulevard","Celaya","387448063440"
182,"Renee","Lane","1891 Rizhao Boulevard","Santa Brbara dOeste","391065549876"
137,"Rhonda","Kennedy","261 Saint Louis Way","Torren","321944036800"
489,"Ricardo","Meador","1297 Alvorada Parkway","Yinchuan","508348602835"
305,"Richard","Mccrary","41 El Alto Parkway","Parbhani","51917807050"
491,"Rick","Mattox","1789 Saint-Denis Parkway","Acua","936806643983"
435,"Ricky","Shelby","740 Udaipur Lane","Dzerzinsk","497288595103"
104,"Rita","Graham","1913 Kamakura Place","Jelets","942570536750"
301,"Robert","Baughman","951 Stara Zagora Manor","Patiala","429925609431"
185,"Roberta","Harper","682 Garden Grove Place","Memphis","72136330362"
484,"Roberto","Vu","98 Pyongyang Boulevard","Akron","191958435142"
100,"Robin","Hayes","1308 Arecibo Way","Augusta-Richmond County","6171054059"
409,"Rodney","Moeller","1266 Laredo Parkway","Omiya","1483365694"
348,"Roger","Quintanilla","785 Vaduz Street","Mexicali","895616862749"
521,"Roland","South","568 Dhule (Dhulia) Loop","Coquimbo","602101369463"
519,"Ron","Deluca","962 Tama Loop","Yangor","282667506728"
319,"Ronald","Weiner","1957 Yantai Lane","Sorocaba","704948322302"
456,"Ronnie","Ricketts","814 Simferopol Loop","El Fuerte","524567129902"
112,"Rosa","Reynolds","1002 Ahmadnagar Manor","Huixquilucan","371490777743"
65,"Rose","Howard","915 Ponce Place","Basel","1395251317"
204,"Rosemary","Schmidt","387 Mwene-Ditu Drive","Ashgabat","764477681869"
580,"Ross","Grey","923 Tangail Boulevard","Akishima","315528269898"
363,"Roy","Whiting","604 Bern Place","Ranchi","620719383725"
501,"Ruben","Geary","1060 Tandil Lane","Rizhao","211256301880"
90,"Ruby","Washington","870 Ashqelon Loop","Songkhla","135117278909"
380,"Russell","Brinson","1519 Santiago de los Caballeros Loop","Mwene-Ditu","409315295763"
19,"Ruth","Martinez","419 Iligan Lane","Bhopal","990911107354"
347,"Ryan","Salisbury","1293 Nam Dinh Way","Boa Vista","697656479977"
167,"Sally","Pierce","1287 Xiangfan Boulevard","Kakamigahara","819416131190"
584,"Salvador","Teel","1819 Alessandria Loop","Carmen","377633994405"
490,"Sam","Mcduffie","1909 Dayton Avenue","Shaoguan","702955450528"
177,"Samantha","Duncan","1010 Klerksdorp Way","Graz","493008546874"
358,"Samuel","Marlow","1698 Southport Loop","Pachuca de Soto","754358349853"
16,"Sandra","Martin","808 Bhopal Manor","Yamuna Nagar","465887807014"
84,"Sara","Perry","1888 Kabul Drive","Ife","701457319790"
23,"Sarah","Lewis","1417 Lancaster Avenue","Kimberley","272572357893"
330,"Scott","Shelley","981 Kumbakonam Place","Braslia","829116184079"
392,"Sean","Douglass","514 Ife Way","Lubumbashi","900235712074"
587,"Sergio","Stanfield","760 Miyakonojo Drive","Jos Azueta","294449058179"
590,"Seth","Hannon","247 Jining Parkway","Banjul","170115379190"
488,"Shane","Millard","698 Jelets Boulevard","Denizli","975185523021"
123,"Shannon","Freeman","1987 Coacalco de Berriozbal Loop","Shubra al-Khayma","787654415858"
20,"Sharon","Robinson","360 Toulouse Parkway","Southend-on-Sea","949312333307"
390,"Shawn","Heaton","102 Chapra Drive","Tama","776031833752"
124,"Sheila","Wells","241 Mosul Lane","Dos Quebradas","765345144779"
294,"Shelly","Watts","1912 Allende Manor","Kowloon and New Kowloon","172262454487"
297,"Sherri","Rhodes","1192 Tongliao Street","Sharja","350970907017"
119,"Sherry","Marshall","1107 Nakhon Sawan Avenue","Nezahualcyotl","867546627903"
27,"Shirley","Allen","1780 Hino Boulevard","Liepaja","902731229323"
572,"Sidney","Burleson","539 Hami Way","Tokat","525518075499"
284,"Sonia","Gregory","600 Bradford Street","Tabriz","117592274996"
211,"Stacey","Montgomery","850 Salala Loop","Nuuk","403404780639"
180,"Stacy","Cunningham","757 Rustenburg Avenue","Skikda","506134035434"
404,"Stanley","Scroggins","734 Bchar Place","Okara","280578750435"
247,"Stella","Moreno","1483 Pathankot Street","San Miguel de Tucumn","686015532180"
41,"Stephanie","Mitchell","1440 Fukuyama Loop","Nanyang","912257250465"
332,"Stephen","Qualls","663 Baha Blanca Parkway","Adana","834418779292"
372,"Steve","Mackenzie","230 Urawa Drive","Adoni","166898395731"
316,"Steven","Curley","746 Joliet Lane","Kursk","688485191923"
197,"Sue","Peters","447 Surakarta Loop","Kisumu","940830176580"
8,"Susan","Wilson","1566 Inegl Manor","Myingyan","705814003527"
153,"Suzanne","Nichols","782 Mosul Street","Brockton","885899703621"
120,"Sylvia","Ortiz","544 Malm Parkway","Pemalang","386759646229"
229,"Tamara","Nguyen","1014 Loja Manor","Ambattur","460795526514"
75,"Tammy","Sanders","492 Cam Ranh Street","Baybay","565018274456"
237,"Tanya","Gilbert","1736 Cavite Place","Idfu","431770603551"
203,"Tara","Ryan","1149 A Corua (La Corua) Boulevard","Haiphong","470884141195"
538,"Ted","Breaux","1817 Livorno Way","Cam Ranh","478380208348"
54,"Teresa","Rogers","115 Hidalgo Parkway","Omdurman","307703950263"
592,"Terrance","Roush","1923 Stara Zagora Lane","Tsaotun","182178609211"
595,"Terrence","Gunderson","1074 Sanaa Parkway","Loja","154124128457"
206,"Terri","Vasquez","642 Nador Drive","Bhusawal","369050085652"
253,"Terry","Carlson","1760 Oshawa Manor","Tianjin","56257502250"
355,"Terry","Grissom","469 Nakhon Sawan Street","Teboksary","689199636560"
122,"Thelma","Murray","333 Goinia Way","Grand Prairie","909029256431"
446,"Theodore","Culp","1924 Shimonoseki Drive","Batna","406784385440"
72,"Theresa","Watson","57 Arlington Manor","Shivapuri","990214419142"
308,"Thomas","Grigsby","687 Alessandria Parkway","Sanaa","407218522294"
110,"Tiffany","Jordan","1867 San Juan Bautista Tuxtepec Avenue","Ivanovo","547003310357"
468,"Tim","Cary","1844 Usak Avenue","Halifax","164414772677"
325,"Timothy","Bunn","1892 Nabereznyje Telny Lane","Tafuna","478229987054"
92,"Tina","Simmons","1942 Ciparay Parkway","Cheju","978987363654"
386,"Todd","Tan","1368 Maracabo Boulevard","South Hill","934352415130"
452,"Tom","Milner","207 Cuernavaca Loop","Nabereznyje Telny","782900030287"
459,"Tommy","Collazo","251 Florencia Drive","Uruapan","118011831565"
291,"Toni","Holt","1155 Liaocheng Place","Effon-Alaiye","558236142492"
401,"Tony","Carranza","168 Cianjur Manor","Iwatsuki","679095087143"
209,"Tonya","Chapman","1679 Antofagasta Street","Ciudad del Este","905903574913"
280,"Tracey","Barrett","1980 Kamjanets-Podilskyi Street","Peoria","874337098891"
108,"Tracy","Cole","1386 Yangor Avenue","Toulon","449216226468"
589,"Tracy","Herrmann","1584 Ljubertsy Lane","Southampton","285710089439"
417,"Travis","Estep","791 Salinas Street","Hoshiarpur","129953030512"
436,"Troy","Quigley","287 Cuautla Boulevard","Sucre","82619513349"
496,"Tyler","Wren","775 ostka Drive","Mit Ghamr","171973024401"
540,"Tyrone","Asher","949 Allende Lane","Amroha","122981120653"
149,"Valerie","Black","999 Sanaa Loop","Soshanguve","918032330119"
195,"Vanessa","Sims","1077 San Felipe de Puerto Plata Place","Novoterkassk","812824036424"
286,"Velma","Lucas","1308 Sumy Loop","Fuzhou","583021225407"
218,"Vera","Mccoy","226 Brest Manor","Sunnyvale","785881412500"
483,"Vernon","Chapa","632 Usolje-Sibirskoje Parkway","Ashqelon","667648979883"
158,"Veronica","Stone","798 Cianjur Avenue","Yuncheng","499408708580"
201,"Vicki","Fields","817 Bradford Loop","Changzhou","264286442804"
251,"Vickie","Brewer","1473 Changhwa Parkway","Coacalco de Berriozbal","266798132374"
382,"Victor","Barkley","220 Hidalgo Drive","Kermanshah","342720754566"
116,"Victoria","Gibson","793 Cam Ranh Avenue","Lancaster","824370924746"
414,"Vincent","Ralston","1936 Lapu-Lapu Parkway","Deba Habe","653436985797"
244,"Viola","Hanson","1148 Saarbrcken Parkway","Iwaki","137773001988"
289,"Violet","Rodriquez","1279 Udine Parkway","Benin City","195003555232"
581,"Virgil","Wofford","186 Skikda Lane","Cuernavaca","14465669789"
35,"Virginia","Green","33 Gorontalo Way","Kamarhati","745994947458"
184,"Vivian","Ruiz","1410 Benin City Parkway","Pereira","104150372603"
598,"Wade","Delvalle","42 Fontana Avenue","Szkesfehrvr","437829801725"
562,"Wallace","Slone","869 Shikarpur Way","Southport","590764256785"
339,"Walter","Perryman","503 Sogamoso Loop","Sumqayit","834626715837"
87,"Wanda","Patterson","929 Tallahassee Loop","Springs","800716535041"
462,"Warren","Sherrod","1485 Bratislava Place","Rockford","924663855568"
370,"Wayne","Truong","1565 Tangail Manor","Okinawa","634445428822"
115,"Wendy","Harrison","1378 Alvorada Avenue","Caracas","272234298332"
469,"Wesley","Bull","1872 Toulon Loop","Rancagua","928809465153"
578,"Willard","Lumpkin","1405 Hagonoy Avenue","Czestochowa","867287719310"
303,"William","Satterfield","898 Jining Lane","Oulu","161643343536"
219,"Willie","Howell","1229 Valencia Parkway","Stara Zagora","352679173732"
359,"Willie","Markham","519 Nyeri Manor","Santo Andr","764680915323"
212,"Wilma","Richards","624 Oshawa Boulevard","Balurghat","49677664184"
190,"Yolanda","Weaver","435 0 Way","Haldia","760171523969"
174,"Yvonne","Watkins","1877 Ezhou Lane","Udaipur","264541743403"
479,"Zachary","Hite","1854 Okara Boulevard","Emmen","131912793873"
